county2,1971,1981,1991,2001,2012,2012,2012,2011,1970,1970,1980,1980,1990,1990,2000,2000,2012,2012,2012,2010,2010,1970,1970,1980,1980,1990,1990,2000,2000,2012,2012,2012,2010,2010
Rhode Island,9.4,15.4,21.3,25.6,30.8,30.8,,35.3,9.4,,15.4,,21.3,,25.6,,30.8,30.8,,35.3,,9.4,,15.4,,21.3,,25.6,,30.8,30.8,,35.3,
South Carolina,9.0,13.4,16.6,20.4,24.6,26.3,15.9,29.8,9.6,6.8,14.3,9.9,17.9,11.4,21.9,13.9,24.6,26.3,15.9,31.7,19.0,9.6,6.8,14.3,9.9,17.9,11.4,21.9,13.9,24.6,26.3,15.9,31.7,19.0
South Dakota,8.6,14.0,17.2,21.5,26.0,28.9,23.6,30.0,9.5,8.2,15.8,13.0,19.7,15.5,24.5,19.3,26.0,28.9,23.6,33.8,26.2,9.5,8.2,15.8,13.0,19.7,15.5,24.5,19.3,26.0,28.9,23.6,33.8,26.2
Tennessee,7.9,12.6,16.0,19.6,23.5,26.6,13.8,29.0,9.1,4.5,14.4,7.4,18.3,8.8,22.4,11.0,23.5,26.6,13.8,32.6,16.9,9.1,4.5,14.4,7.4,18.3,8.8,22.4,11.0,23.5,26.6,13.8,32.6,16.9
Texas,10.9,16.9,20.3,23.2,26.3,27.8,15.3,31.5,11.9,6.9,18.4,10.2,22.0,11.5,24.9,13.5,26.3,27.8,15.3,33.1,18.2,11.9,6.9,18.4,10.2,22.0,11.5,24.9,13.5,26.3,27.8,15.3,33.1,18.2
Utah,14.0,19.9,22.3,26.1,29.9,30.6,24.1,35.4,14.6,9.4,20.7,14.1,23.1,15.9,26.8,20.9,29.9,30.6,24.1,36.2,29.1,14.6,9.4,20.7,14.1,23.1,15.9,26.8,20.9,29.9,30.6,24.1,36.2,29.1
Vermont,11.5,19.0,24.3,29.4,34.2,40.1,31.4,40.9,14.4,10.4,22.1,17.8,29.0,22.3,34.8,27.0,34.2,40.1,31.4,47.5,37.5,14.4,10.4,22.1,17.8,29.0,22.3,34.8,27.0,34.2,40.1,31.4,47.5,37.5
Virginia,12.3,19.1,24.5,29.5,34.7,37.9,15.2,40.3,14.1,5.2,21.7,8.1,27.4,9.7,32.6,12.4,34.7,37.9,15.2,43.5,18.9,14.1,5.2,21.7,8.1,27.4,9.7,32.6,12.4,34.7,37.9,15.2,43.5,18.9
Washington,12.7,19.0,22.9,27.7,31.6,32.6,22.6,37.3,13.1,10.1,19.5,14.7,23.7,16.4,28.7,19.8,31.6,32.6,22.6,38.5,26.6,13.1,10.1,19.5,14.7,23.7,16.4,28.7,19.8,31.6,32.6,22.6,38.5,26.6
West Virginia,6.8,10.4,12.3,14.8,17.9,20.5,13.9,21.8,7.7,5.4,11.9,8.4,14.3,9.5,17.1,11.5,17.9,20.5,13.9,25.0,16.6,7.7,5.4,11.9,8.4,14.3,9.5,17.1,11.5,17.9,20.5,13.9,25.0,16.6
Wisconsin,9.8,14.8,17.7,22.4,26.4,29.3,18.7,31.5,10.9,6.7,16.4,10.8,19.8,12.4,25.0,15.6,26.4,29.3,18.7,34.8,22.5,10.9,6.7,16.4,10.8,19.8,12.4,25.0,15.6,26.4,29.3,18.7,34.8,22.5
Wyoming,11.8,17.2,18.8,21.9,24.3,23.2,24.7,28.5,13.2,11.1,18.7,16.5,20.5,18.0,21.9,21.9,24.3,23.2,24.7,27.9,28.8,13.2,11.1,18.7,16.5,20.5,18.0,21.9,21.9,24.3,23.2,24.7,27.9,28.8
Puerto Rico,,,,18.3,22.5,22.7,16.3,27.4,,,,,,,18.5,12.2,22.5,22.7,16.3,27.7,20.1,,,,,,,18.5,12.2,22.5,22.7,16.3,27.7,20.1
